query_row,movie_local,rank_of_positive,candidate_position,candidate_id,director_local,raw_score,score,label
1,1674,1,16,36,653,0.5363486409187317,0.630962610244751,0
1,1674,1,17,37,1477,0.5724381804466248,0.6393256187438965,0
1,1674,1,18,38,847,0.9637317061424255,0.7238683104515076,0
1,1674,1,19,39,256,1.2389030456542969,0.7753730416297913,0
2,2613,6,0,40,798,0.9724250435829163,0.7256025671958923,1
2,2613,6,1,41,794,0.7877132892608643,0.6873400807380676,0
2,2613,6,2,42,1462,0.7566744089126587,0.6806312799453735,0
2,2613,6,3,43,426,1.4747387170791626,0.8137766122817993,0
2,2613,6,4,44,1088,1.1277376413345337,0.7554211616516113,0
2,2613,6,5,45,298,0.7959502935409546,0.6891075372695923,0
2,2613,6,6,46,1423,1.4473588466644287,0.8095916509628296,0
2,2613,6,7,47,1381,0.9471012353897095,0.7205318212509155,0
2,2613,6,8,48,930,1.118630290031433,0.7537345290184021,0
2,2613,6,9,49,754,0.952450156211853,0.7216076254844666,0
2,2613,6,10,50,775,0.5677249431610107,0.6382380723953247,0
2,2613,6,11,51,15,0.7841312289237976,0.6865698099136353,0
2,2613,6,12,52,202,1.476291298866272,0.814011812210083,0
2,2613,6,13,53,1154,0.5537430047988892,0.6350035667419434,0
2,2613,6,14,54,420,0.7567418813705444,0.6806459426879883,0
2,2613,6,15,55,1815,0.5488289594650269,0.6338638663291931,0
2,2613,6,16,56,1968,0.8097437620162964,0.6920549273490906,0
2,2613,6,17,57,1148,0.7762314081192017,0.6848673224449158,0
2,2613,6,18,58,783,0.7616002559661865,0.6817010641098022,0
2,2613,6,19,59,627,0.7692021727561951,0.6833482980728149,0
3,2715,2,0,60,655,1.4981296062469482,0.8172953128814697,1
3,2715,2,1,61,2007,0.562583327293396,0.6370500922203064,0
3,2715,2,2,62,1896,0.7794514894485474,0.6855618953704834,0
3,2715,2,3,63,1610,1.3306715488433838,0.790951669216156,0
3,2715,2,4,64,327,0.5541336536407471,0.6350941061973572,0
3,2715,2,5,65,1959,0.7839587926864624,0.686532735824585,0
3,2715,2,6,66,1218,1.6546071767807007,0.8395127654075623,0
3,2715,2,7,67,1627,0.7487785220146179,0.6789124608039856,0
3,2715,2,8,68,580,0.768452525138855,0.6831860542297363,0
3,2715,2,9,69,1990,0.9590475559234619,0.7229310870170593,0
3,2715,2,10,70,524,0.5720967650413513,0.6392468810081482,0
3,2715,2,11,71,1661,0.7808440327644348,0.6858620047569275,0
3,2715,2,12,72,123,1.1371254920959473,0.7571514844894409,0
3,2715,2,13,73,453,0.7565629482269287,0.6806070804595947,0
3,2715,2,14,74,93,0.7796750664710999,0.6856100559234619,0
3,2715,2,15,75,1264,0.7636326551437378,0.682141900062561,0
3,2715,2,16,76,303,0.7755537033081055,0.684721052646637,0
3,2715,2,17,77,613,1.1498138904571533,0.759476900100708,0
3,2715,2,18,78,677,0.5810985565185547,0.6413201689720154,0
3,2715,2,19,79,105,0.9743263721466064,0.7259809970855713,0
4,2019,13,0,80,1356,0.7381147742271423,0.676583468914032,1
4,2019,13,1,81,821,0.5527999401092529,0.6347849369049072,0
4,2019,13,2,82,1678,0.7759515643119812,0.6848068833351135,0
4,2019,13,3,83,456,0.7440458536148071,0.6778799295425415,0
4,2019,13,4,84,1193,0.5510877370834351,0.6343879103660583,0
4,2019,13,5,85,407,1.316037893295288,0.7885217070579529,0
4,2019,13,6,86,830,0.7370374202728271,0.6763477325439453,0
4,2019,13,7,87,1168,0.9239514470100403,0.715846598148346,0
4,2019,13,8,88,1073,0.5546788573265076,0.6352204084396362,0
4,2019,13,9,89,1975,0.9595440626144409,0.7230305075645447,0
4,2019,13,10,90,471,0.5706093311309814,0.6389037370681763,0
4,2019,13,11,91,791,0.7646132707595825,0.6823544502258301,0
4,2019,13,12,92,1646,0.7429092526435852,0.677631676197052,0
4,2019,13,13,93,1911,0.941757321357727,0.7194545269012451,0
4,2019,13,14,94,1047,0.5769093036651611,0.6403559446334839,0
4,2019,13,15,95,1051,0.7796803712844849,0.6856111884117126,0
4,2019,13,16,96,927,0.7394577264785767,0.6768773198127747,0
4,2019,13,17,97,1131,0.7905663847923279,0.6879529356956482,0
4,2019,13,18,98,2049,0.7815498113632202,0.6860140562057495,0
4,2019,13,19,99,11,0.5751858949661255,0.639958918094635,0
5,141,1,0,100,1664,1.6191902160644531,0.834683358669281,1
5,141,1,1,101,641,0.7867487072944641,0.6871328353881836,0
5,141,1,2,102,698,0.772251307964325,0.6840077042579651,0
5,141,1,3,103,246,0.742712140083313,0.6775886416435242,0
5,141,1,4,104,701,0.5768280625343323,0.6403371691703796,0
5,141,1,5,105,402,0.7877514958381653,0.6873483061790466,0
5,141,1,6,106,974,0.7581518888473511,0.6809523701667786,0
5,141,1,7,107,1946,1.1408374309539795,0.7578333616256714,0
5,141,1,8,108,213,1.1130259037017822,0.7526928186416626,0
5,141,1,9,109,690,1.1720597743988037,0.7635170817375183,0
5,141,1,10,110,1030,0.7483603358268738,0.678821325302124,0
5,141,1,11,111,680,1.4553314447402954,0.8108175992965698,0
5,141,1,12,112,1580,0.9781372547149658,0.726738452911377,0
5,141,1,13,113,951,0.5704261064529419,0.6388614773750305,0
5,141,1,14,114,308,1.135836124420166,0.7569143176078796,0
5,141,1,15,115,212,1.1332371234893799,0.756435751914978,0
5,141,1,16,116,1954,0.5407934188842773,0.6319969296455383,0
5,141,1,17,117,419,0.5680606961250305,0.6383155584335327,0
5,141,1,18,118,1988,0.5502350330352783,0.6341901421546936,0
5,141,1,19,119,955,0.7590603828430176,0.6811497211456299,0
6,1550,3,0,120,1822,1.2462263107299805,0.7766459584236145,1
6,1550,3,1,121,1124,2.2031924724578857,0.9005358219146729,0
6,1550,3,2,122,1644,0.9110609292984009,0.7132171988487244,0
6,1550,3,3,123,1474,0.9026618003845215,0.7114961743354797,0
6,1550,3,4,124,685,0.7662557363510132,0.6827104091644287,0
6,1550,3,5,125,754,0.9104418754577637,0.7130905985832214,0
6,1550,3,6,126,810,0.5440437197685242,0.6327525973320007,0
6,1550,3,7,127,787,0.7508999109268188,0.6793747544288635,0
6,1550,3,8,128,1646,0.7149122357368469,0.6714856624603271,0
6,1550,3,9,129,490,0.7244127988815308,0.6735780239105225,0
6,1550,3,10,130,273,0.7126104831695557,0.6709777116775513,0
6,1550,3,11,131,1796,0.9348456859588623,0.7180573344230652,0
6,1550,3,12,132,240,0.7365871667861938,0.6762491464614868,0
6,1550,3,13,133,1380,0.7029145359992981,0.6688336730003357,0
6,1550,3,14,134,88,0.715713381767273,0.6716623902320862,0
6,1550,3,15,135,522,0.705791711807251,0.6694706082344055,0
6,1550,3,16,136,2036,1.2732410430908203,0.7812970280647278,0
6,1550,3,17,137,207,0.7180358171463013,0.672174334526062,0
6,1550,3,18,138,441,0.7357795238494873,0.6760722398757935,0
6,1550,3,19,139,1431,0.6967897415161133,0.6674756407737732,0
7,621,18,0,140,1237,0.5227758288383484,0.6277965903282166,1
7,621,18,1,141,1227,0.7596327066421509,0.6812739372253418,0
7,621,18,2,142,1942,1.4885865449905396,0.8158660531044006,0
7,621,18,3,143,1130,0.7528982162475586,0.6798098683357239,0
7,621,18,4,144,83,0.7714908123016357,0.6838433146476746,0
7,621,18,5,145,44,0.7474886178970337,0.6786312460899353,0
7,621,18,6,146,183,0.7483888864517212,0.6788275241851807,0
7,621,18,7,147,799,0.7551762461662292,0.680305540561676,0
7,621,18,8,148,575,0.7599942684173584,0.6813524961471558,0
7,621,18,9,149,1560,0.5116232633590698,0.6251869201660156,0
7,621,18,10,150,704,0.7425663471221924,0.6775567531585693,0
7,621,18,11,151,2043,0.5218213796615601,0.6275736093521118,0
7,621,18,12,152,1768,0.5578914880752563,0.6359645128250122,0
7,621,18,13,153,564,0.7542140483856201,0.6800962090492249,0
7,621,18,14,154,1625,0.5543036460876465,0.6351335048675537,0
7,621,18,15,155,107,0.7664890289306641,0.6827608942985535,0
7,621,18,16,156,1311,0.5506015419960022,0.6342751383781433,0
7,621,18,17,157,1515,1.159416675567627,0.7612267136573792,0
7,621,18,18,158,1271,0.7607011795043945,0.6815059781074524,0
7,621,18,19,159,1573,0.7850990295410156,0.6867780685424805,0
8,1076,2,0,160,1099,1.0029010772705078,0.7316285967826843,1
8,1076,2,1,161,1438,0.5597959160804749,0.6364052891731262,0
8,1076,2,2,162,847,1.016826868057251,0.7343540787696838,0
8,1076,2,3,163,606,0.798790454864502,0.6897156834602356,0
8,1076,2,4,164,764,0.7747183442115784,0.6845406889915466,0
8,1076,2,5,165,1542,0.7648343443870544,0.6824024319648743,0
8,1076,2,6,166,509,0.5613454580307007,0.6367638111114502,0
8,1076,2,7,167,615,0.5520987510681152,0.6346223950386047,0
8,1076,2,8,168,1825,0.9999803304672241,0.7310547232627869,0
8,1076,2,9,169,1878,0.9801256656646729,0.7271331548690796,0
8,1076,2,10,170,1934,0.8107430338859558,0.6922678351402283,0
8,1076,2,11,171,1898,0.7655439972877502,0.6825562119483948,0
8,1076,2,12,172,292,0.5759743452072144,0.6401405334472656,0
8,1076,2,13,173,1538,0.7702182531356812,0.6835680603981018,0
8,1076,2,14,174,1865,0.7916591763496399,0.6881875395774841,0
8,1076,2,15,175,1569,0.5561555624008179,0.635562539100647,0
8,1076,2,16,176,721,0.7795295715332031,0.6855787038803101,0
8,1076,2,17,177,47,0.7759474515914917,0.6848059892654419,0
8,1076,2,18,178,598,0.9733245372772217,0.7257816791534424,0
8,1076,2,19,179,1185,0.8035148978233337,0.6907258629798889,0
9,2045,3,0,180,472,0.9877579212188721,0.728644847869873,1
9,2045,3,1,181,1027,0.7786723375320435,0.6853939294815063,0
9,2045,3,2,182,1229,0.7623918056488037,0.6818727850914001,0
9,2045,3,3,183,1205,0.98036789894104,0.7271811962127686,0
9,2045,3,4,184,676,1.0071630477905273,0.732464611530304,0
9,2045,3,5,185,1265,0.8012581467628479,0.6902435421943665,0
9,2045,3,6,186,247,0.5429161787033081,0.6324905157089233,0
9,2045,3,7,187,984,0.7763527631759644,0.6848934888839722,0
9,2045,3,8,188,721,0.7847820520401001,0.6867098212242126,0
9,2045,3,9,189,959,0.9858450889587402,0.7282664775848389,0
9,2045,3,10,190,1246,0.7934228181838989,0.6885657906532288,0
9,2045,3,11,191,582,0.8025220632553101,0.6905137300491333,0
9,2045,3,12,192,946,1.0051476955413818,0.7320694327354431,0
9,2045,3,13,193,898,0.7344370484352112,0.6757782101631165,0
9,2045,3,14,194,296,0.562107503414154,0.636940062046051,0
9,2045,3,15,195,15,0.7971653938293457,0.6893678307533264,0
9,2045,3,16,196,353,0.7875175476074219,0.687298059463501,0
9,2045,3,17,197,879,0.7949577569961548,0.6888948678970337,0
9,2045,3,18,198,812,0.7968383431434631,0.6892977952957153,0
9,2045,3,19,199,736,0.7751168012619019,0.6846266984939575,0
10,2494,20,0,200,1921,0.5356848835945129,0.6308080554008484,1
10,2494,20,1,201,912,0.7683349847793579,0.6831606030464172,0
10,2494,20,2,202,1583,0.7539687156677246,0.6800428628921509,0
10,2494,20,3,203,2039,0.9770897626876831,0.7265303730964661,0
10,2494,20,4,204,1122,1.3559390306472778,0.7950989007949829,0
10,2494,20,5,205,441,0.7721465826034546,0.6839850544929504,0
10,2494,20,6,206,1941,0.7511440515518188,0.6794279217720032,0
10,2494,20,7,207,638,0.7796766757965088,0.6856104135513306,0
10,2494,20,8,208,738,0.7434684038162231,0.6777538061141968,0
10,2494,20,9,209,1180,0.9716981649398804,0.7254577875137329,0
10,2494,20,10,210,59,0.9876739978790283,0.7286282181739807,0
10,2494,20,11,211,2004,0.9801818132400513,0.7271443009376526,0
10,2494,20,12,212,1344,0.7989840507507324,0.6897571086883545,0
10,2494,20,13,213,1393,1.491090178489685,0.8162418603897095,0
10,2494,20,14,214,1569,0.5399610996246338,0.6318033337593079,0
10,2494,20,15,215,314,0.5530496835708618,0.6348428726196289,0
10,2494,20,16,216,1890,0.7421208620071411,0.6774594783782959,0
10,2494,20,17,217,83,0.7726945877075195,0.6841034889221191,0
10,2494,20,18,218,106,1.1520543098449707,0.7598859071731567,0
10,2494,20,19,219,753,0.7553571462631226,0.6803448796272278,0
11,1056,2,0,220,850,1.2959630489349365,0.7851548194885254,1
11,1056,2,1,221,257,0.9484666585922241,0.7208067178726196,0
11,1056,2,2,222,2032,0.757712185382843,0.6808568239212036,0
11,1056,2,3,223,402,0.7850776314735413,0.686773419380188,0
11,1056,2,4,224,1904,0.9632470607757568,0.7237714529037476,0
11,1056,2,5,225,1989,0.7539273500442505,0.6800338625907898,0
11,1056,2,6,226,542,0.7814922332763672,0.6860016584396362,0
11,1056,2,7,227,1540,0.5544691681861877,0.6351718306541443,0
11,1056,2,8,228,1926,0.7669038772583008,0.6828507781028748,0
11,1056,2,9,229,361,0.7762037515640259,0.6848613619804382,0
11,1056,2,10,230,1243,0.5659317970275879,0.6378239393234253,0
11,1056,2,11,231,1568,0.5575995445251465,0.6358969211578369,0
11,1056,2,12,232,883,1.1275951862335205,0.7553948163986206,0
11,1056,2,13,233,1972,1.150193452835083,0.7595462203025818,0
11,1056,2,14,234,149,2.2227089405059814,0.9022703766822815,0
11,1056,2,15,235,495,0.7278655171394348,0.6743366718292236,0
11,1056,2,16,236,1483,0.7486273646354675,0.6788794994354248,0
11,1056,2,17,237,1023,1.1311540603637695,0.756051778793335,0
11,1056,2,18,238,1912,0.768246054649353,0.6831413507461548,0
11,1056,2,19,239,228,0.7637336254119873,0.6821638345718384,0
12,2615,11,0,240,1027,0.7569763660430908,0.6806969046592712,1
12,2615,11,1,241,2013,0.9886792302131653,0.7288269400596619,0
12,2615,11,2,242,789,1.5161644220352173,0.8199729919433594,0
12,2615,11,3,243,943,0.7547610998153687,0.6802152395248413,0
12,2615,11,4,244,1254,0.7626761794090271,0.6819344758987427,0
12,2615,11,5,245,609,0.5403923988342285,0.6319037079811096,0
12,2615,11,6,246,723,0.529373824596405,0.6293370723724365,0
12,2615,11,7,247,1229,0.7416706085205078,0.6773610711097717,0
12,2615,11,8,248,252,0.5448301434516907,0.6329352855682373,0
12,2615,11,9,249,1999,1.1499748229980469,0.759506344795227,0
12,2615,11,10,250,667,0.7799209356307983,0.685663104057312,0
12,2615,11,11,251,392,0.5541543960571289,0.635098934173584,0
12,2615,11,12,252,351,0.5441193580627441,0.6327701807022095,0
12,2615,11,13,253,168,0.7666723728179932,0.6828006505966187,0
12,2615,11,14,254,1198,0.9887137413024902,0.728833794593811,0
12,2615,11,15,255,1403,0.7867881655693054,0.6871412396430969,0
12,2615,11,16,256,1124,2.3675451278686523,0.9143186807632446,0
12,2615,11,17,257,1085,0.5458890199661255,0.6331812739372253,0
12,2615,11,18,258,967,0.7458629012107849,0.6782765984535217,0
12,2615,11,19,259,1971,1.4937463998794556,0.8166399598121643,0
13,3297,19,0,260,906,0.5238641500473022,0.6280508637428284,1
13,3297,19,1,261,1885,0.7355367541313171,0.6760190725326538,0
13,3297,19,2,262,1077,0.9230860471725464,0.7156705260276794,0
13,3297,19,3,263,1789,0.7395671010017395,0.6769012212753296,0
13,3297,19,4,264,1293,0.5327881574630737,0.6301331520080566,0
13,3297,19,5,265,1596,0.7276988625526428,0.6743000745773315,0
13,3297,19,6,266,830,0.7262764573097229,0.673987627029419,0
13,3297,19,7,267,572,1.4880046844482422,0.8157786130905151,0
13,3297,19,8,268,1222,0.4993281960487366,0.622301459312439,0
13,3297,19,9,269,1923,0.9505515098571777,0.7212260961532593,0
13,3297,19,10,270,163,0.7484372854232788,0.6788380742073059,0
13,3297,19,11,271,1235,0.7102208137512207,0.67044997215271,0
13,3297,19,12,272,674,0.723379373550415,0.6733507513999939,0
13,3297,19,13,273,485,0.7213733196258545,0.6729093790054321,0
13,3297,19,14,274,364,0.963405430316925,0.7238031029701233,0
13,3297,19,15,275,1386,0.7582796812057495,0.6809801459312439,0
13,3297,19,16,276,1003,0.5342146158218384,0.630465567111969,0
13,3297,19,17,277,330,1.8322888612747192,0.8620342016220093,0
13,3297,19,18,278,1624,0.5355103611946106,0.6307673454284668,0
13,3297,19,19,279,1886,0.736236035823822,0.6761722564697266,0
14,369,2,0,280,1559,1.509556531906128,0.818995475769043,1
14,369,2,1,281,1635,0.5360580682754517,0.6308949589729309,0
14,369,2,2,282,558,0.5184207558631897,0.6267784237861633,0
14,369,2,3,283,2046,0.7293785810470581,0.6746689081192017,0
14,369,2,4,284,283,0.759248673915863,0.6811906099319458,0
14,369,2,5,285,98,0.7589688301086426,0.6811298131942749,0
14,369,2,6,286,159,1.3426389694213867,0.7929235696792603,0
14,369,2,7,287,614,0.7382440567016602,0.6766117215156555,0
14,369,2,8,288,1446,0.7542111277580261,0.6800956130027771,0
14,369,2,9,289,1647,0.5043150186538696,0.6234728693962097,0
14,369,2,10,290,224,1.8511404991149902,0.8642609119415283,0
14,369,2,11,291,669,0.7501364946365356,0.6792084574699402,0
14,369,2,12,292,1975,0.9687060713768005,0.7248615622520447,0
14,369,2,13,293,1213,0.521600067615509,0.6275218725204468,0
14,369,2,14,294,961,0.7312523126602173,0.6750800609588623,0
14,369,2,15,295,1941,0.7360594272613525,0.6761335730552673,0
14,369,2,16,296,239,0.5308705568313599,0.6296861171722412,0
14,369,2,17,297,1135,0.7485218048095703,0.6788564920425415,0
14,369,2,18,298,639,1.173762321472168,0.7638244032859802,0
14,369,2,19,299,1895,0.7611990571022034,0.6816140413284302,0
15,443,7,0,300,1709,0.76426100730896,0.6822780966758728,1
15,443,7,1,301,1730,0.9582275748252869,0.7227668166160583,0
15,443,7,2,302,1824,0.5555069446563721,0.635412335395813,0
15,443,7,3,303,1323,1.8860905170440674,0.8683091402053833,0
15,443,7,4,304,1217,0.7370386123657227,0.6763479113578796,0
15,443,7,5,305,87,0.5699151158332825,0.6387435793876648,0
15,443,7,6,306,1409,0.5254727005958557,0.6284265518188477,0
15,443,7,7,307,802,0.7482599020004272,0.6787994503974915,0
15,443,7,8,308,1208,0.549034833908081,0.633911669254303,0
15,443,7,9,309,100,0.7740339636802673,0.6843929290771484,0
15,443,7,10,310,162,0.7289609909057617,0.6745772361755371,0
15,443,7,11,311,1117,0.7580451965332031,0.6809291839599609,0
15,443,7,12,312,902,0.5464694499969482,0.6333160996437073,0
15,443,7,13,313,1465,0.7551547884941101,0.6803008913993835,0
15,443,7,14,314,1725,0.9627031087875366,0.7236626744270325,0
15,443,7,15,315,1089,0.7700871825218201,0.6835398077964783,0
15,443,7,16,316,1511,0.7172402143478394,0.6719990372657776,0
15,443,7,17,317,1801,0.7751227021217346,0.6846280097961426,0
15,443,7,18,318,1181,0.7430927157402039,0.6776717901229858,0
15,443,7,19,319,759,0.7349329590797424,0.675886869430542,0
16,1637,2,0,320,1694,1.4581091403961182,0.8112432956695557,1
16,1637,2,1,321,1686,1.1361734867095947,0.7569763660430908,0
16,1637,2,2,322,2056,0.5595402121543884,0.636346161365509,0
16,1637,2,3,323,1777,1.1453087329864502,0.7586529850959778,0
16,1637,2,4,324,1054,0.7650450468063354,0.6824480891227722,0
16,1637,2,5,325,1023,1.1401124000549316,0.7577002644538879,0
16,1637,2,6,326,320,0.7980273365974426,0.689552366733551,0
16,1637,2,7,327,649,1.1426433324813843,0.758164644241333,0
16,1637,2,8,328,391,0.5495772361755371,0.6340374946594238,0
16,1637,2,9,329,542,0.7917808890342712,0.688213586807251,0
16,1637,2,10,330,578,0.7609539031982422,0.6815608143806458,0
16,1637,2,11,331,396,0.7928820848464966,0.6884498000144958,0
16,1637,2,12,332,958,1.2705895900726318,0.7808436751365662,0
16,1637,2,13,333,769,0.7832751870155334,0.6863855719566345,0
16,1637,2,14,334,1689,1.4918904304504395,0.8163618445396423,0
16,1637,2,15,335,1601,0.769035816192627,0.6833122968673706,0
16,1637,2,16,336,1544,0.7868794202804565,0.6871609091758728,0
16,1637,2,17,337,193,1.1625128984451294,0.7617890238761902,0
16,1637,2,18,338,915,0.9511094093322754,0.7213382124900818,0
16,1637,2,19,339,465,0.5947054624557495,0.6444440484046936,0
17,3840,11,0,340,864,0.7373217344284058,0.676409900188446,1
17,3840,11,1,341,1244,0.7058526277542114,0.6694841384887695,0
17,3840,11,2,342,1644,0.9245432615280151,0.7159669399261475,0
17,3840,11,3,343,394,0.7419022917747498,0.6774117350578308,0
17,3840,11,4,344,1901,0.9104140996932983,0.713084876537323,0
17,3840,11,5,345,1809,0.9320816397666931,0.7174974083900452,0
17,3840,11,6,346,2037,0.8986928462982178,0.7106808423995972,0
17,3840,11,7,347,1337,0.7329428195953369,0.6754507422447205,0
17,3840,11,8,348,653,0.5308231711387634,0.6296750903129578,0
17,3840,11,9,349,1542,0.7307560443878174,0.6749711632728577,0
17,3840,11,10,350,515,0.5286636352539062,0.6291713714599609,0
17,3840,11,11,351,2013,0.951517641544342,0.7214202880859375,0
17,3840,11,12,352,1226,0.5274081230163574,0.6288784146308899,0
17,3840,11,13,353,196,0.5744757056236267,0.6397953033447266,0
17,3840,11,14,354,241,0.706506073474884,0.6696286797523499,0
17,3840,11,15,355,144,0.7383791208267212,0.6766413450241089,0
17,3840,11,16,356,200,0.7455542087554932,0.6782091856002808,0
17,3840,11,17,357,952,0.7515987157821655,0.6795269250869751,0
17,3840,11,18,358,665,0.547067403793335,0.6334549188613892,0
17,3840,11,19,359,1292,0.7790661454200745,0.6854788064956665,0
18,2720,1,0,360,1124,2.4070045948028564,0.9173598289489746,1
18,2720,1,1,361,753,0.7654179334640503,0.6825288534164429,0
18,2720,1,2,362,535,0.7612674236297607,0.6816288828849792,0
18,2720,1,3,363,1199,0.5722429752349854,0.6392806172370911,0
18,2720,1,4,364,1178,1.1450493335723877,0.7586054801940918,0
18,2720,1,5,365,489,0.531747579574585,0.6298906207084656,0
18,2720,1,6,366,1145,0.7663682699203491,0.6827347874641418,0
18,2720,1,7,367,652,1.0043853521347046,0.7319198846817017,0
18,2720,1,8,368,1940,0.758742094039917,0.6810805797576904,0
18,2720,1,9,369,1657,0.7697056531906128,0.6834572553634644,0
18,2720,1,10,370,1159,1.0036782026290894,0.7317811846733093,0
18,2720,1,11,371,627,0.7713109254837036,0.6838043928146362,0
18,2720,1,12,372,726,0.787063717842102,0.6872005462646484,0
18,2720,1,13,373,1424,0.7919958829879761,0.6882597208023071,0
18,2720,1,14,374,1307,0.7880371809005737,0.6874096989631653,0
18,2720,1,15,375,1761,0.7753679752349854,0.6846809387207031,0
18,2720,1,16,376,1053,1.1732558012008667,0.7637329697608948,0
18,2720,1,17,377,38,0.5471988916397095,0.6334854364395142,0
18,2720,1,18,378,2050,1.0043795108795166,0.7319187521934509,0
18,2720,1,19,379,1712,1.1807448863983154,0.7650817036628723,0
19,2776,18,0,380,1206,0.5451341867446899,0.6330059170722961,1
19,2776,18,1,381,514,0.72052001953125,0.6727215051651001,0
19,2776,18,2,382,1366,0.7452409267425537,0.6781408786773682,0
19,2776,18,3,383,468,0.7497231960296631,0.6791183948516846,0
19,2776,18,4,384,1590,0.7325183749198914,0.6753576397895813,0
19,2776,18,5,385,1394,0.7142985463142395,0.6713503003120422,0
19,2776,18,6,386,1698,0.5442107915878296,0.6327913999557495,0
19,2776,18,7,387,1853,1.234375,0.7745833992958069,0
19,2776,18,8,388,1948,0.9335585236549377,0.7177966237068176,0
19,2776,18,9,389,1201,0.7601218819618225,0.6813802123069763,0
19,2776,18,10,390,87,0.5414342284202576,0.6321460008621216,0
19,2776,18,11,391,25,0.7203361988067627,0.6726810932159424,0
19,2776,18,12,392,722,0.7054736614227295,0.6694002747535706,0
19,2776,18,13,393,836,1.2641316652297974,0.7797365188598633,0
19,2776,18,14,394,1759,0.7514749765396118,0.6794999837875366,0
19,2776,18,15,395,350,0.7221591472625732,0.6730822920799255,0
19,2776,18,16,396,953,0.883251965045929,0.7074956893920898,0
19,2776,18,17,397,1440,0.7281434535980225,0.6743977069854736,0
19,2776,18,18,398,1995,1.3934839963912964,0.8011478781700134,0
19,2776,18,19,399,96,0.7364826202392578,0.6762261986732483,0
20,145,2,0,400,1002,1.1252777576446533,0.7549663782119751,1
20,145,2,1,401,1159,0.9654548168182373,0.7242125868797302,0
20,145,2,2,402,1241,0.5538161993026733,0.6350204944610596,0
20,145,2,3,403,168,0.75958251953125,0.6812630891799927,0
20,145,2,4,404,1775,0.5388504266738892,0.6315449476242065,0
20,145,2,5,405,2000,0.9630975723266602,0.7237415909767151,0
20,145,2,6,406,697,0.9747793078422546,0.7260711193084717,0
20,145,2,7,407,593,0.5655521154403687,0.6377362012863159,0
20,145,2,8,408,150,0.7540588974952698,0.680062472820282,0
20,145,2,9,409,1959,0.7672485709190369,0.6829254031181335,0
20,145,2,10,410,2003,0.539177656173706,0.6316211223602295,0
20,145,2,11,411,182,1.1290700435638428,0.7556672692298889,0
20,145,2,12,412,936,0.9525851011276245,0.7216347455978394,0
20,145,2,13,413,1281,0.5369888544082642,0.6311116814613342,0
20,145,2,14,414,61,0.7192680835723877,0.6724457740783691,0
20,145,2,15,415,919,1.117921233177185,0.753602921962738,0
20,145,2,16,416,81,0.7412234544754028,0.6772633194923401,0
20,145,2,17,417,1780,0.726250946521759,0.6739820241928101,0
20,145,2,18,418,178,0.525665819644928,0.6284716725349426,0
20,145,2,19,419,2019,0.7601045966148376,0.6813764572143555,0
21,999,8,0,420,1060,0.947167158126831,0.7205451130867004,1
