query_row,movie_local,rank_of_positive,candidate_position,candidate_id,genre_id,raw_score,score,label
25,3119,1,2,77,2,1.7572479248046875,0.852864682674408,0
26,3975,1,0,78,1,45.60676574707031,1.0,1
26,3975,1,1,79,2,3.4942264556884766,0.9705229997634888,0
26,3975,1,2,80,0,35.07091522216797,1.0,0
27,2340,3,0,81,2,0.6750316619873047,0.6626289486885071,1
27,2340,3,1,82,0,36.0963249206543,1.0,0
27,2340,3,2,83,1,46.63832473754883,1.0,0
28,1919,1,0,84,1,46.11425018310547,1.0,1
28,1919,1,1,85,0,35.7092399597168,1.0,0
28,1919,1,2,86,2,2.4333763122558594,0.919337272644043,0
29,2412,2,0,87,0,35.15809631347656,1.0,1
29,2412,2,1,88,1,45.89539337158203,1.0,0
29,2412,2,2,89,2,-1.2352066040039062,0.22527144849300385,0
30,2100,1,0,90,1,43.81968307495117,1.0,1
30,2100,1,1,91,0,33.12711715698242,1.0,0
30,2100,1,2,92,2,29.24938201904297,1.0,0
31,3571,3,0,93,2,-20.30373764038086,1.521243575552944e-09,1
31,3571,3,1,94,0,36.78188705444336,1.0,0
31,3571,3,2,95,1,47.19111633300781,1.0,0
32,933,2,0,96,0,35.21717071533203,1.0,1
32,933,2,1,97,1,46.71308898925781,1.0,0
32,933,2,2,98,2,27.864784240722656,1.0,0
33,3475,3,0,99,2,-3.518922805786133,0.028778590261936188,1
33,3475,3,1,100,1,44.83645248413086,1.0,0
33,3475,3,2,101,0,35.26940155029297,1.0,0
34,888,3,0,102,2,5.216348648071289,0.9946021437644958,1
34,888,3,1,103,1,45.99829864501953,1.0,0
34,888,3,2,104,0,35.32621765136719,1.0,0
35,2916,2,0,105,0,34.85697555541992,1.0,1
35,2916,2,1,106,2,7.927894592285156,0.999639630317688,0
35,2916,2,2,107,1,44.775672912597656,1.0,0
36,3855,1,0,108,1,46.885032653808594,1.0,1
36,3855,1,1,109,0,35.79637908935547,1.0,0
36,3855,1,2,110,2,4.655618667602539,0.9905815124511719,0
37,1051,3,0,111,2,-11.612649917602539,9.050786502484698e-06,1
37,1051,3,1,112,1,44.74510955810547,1.0,0
37,1051,3,2,113,0,34.62013244628906,1.0,0
38,295,2,0,114,0,35.12425231933594,1.0,1
38,295,2,1,115,2,-0.41551971435546875,0.3975893557071686,0
38,295,2,2,116,1,45.33274841308594,1.0,0
39,3702,3,0,117,2,6.8562469482421875,0.9989482760429382,1
39,3702,3,1,118,1,45.93767166137695,1.0,0
39,3702,3,2,119,0,36.180782318115234,1.0,0
40,3074,1,0,120,1,45.258575439453125,1.0,1
40,3074,1,1,121,0,35.090736389160156,1.0,0
40,3074,1,2,122,2,-23.493276596069336,6.266133445453903e-11,0
41,4007,3,0,123,2,-2.7742462158203125,0.05873182788491249,1
41,4007,3,1,124,1,47.00395965576172,1.0,0
41,4007,3,2,125,0,36.14622497558594,1.0,0
42,606,2,0,126,0,34.19532775878906,1.0,1
42,606,2,1,127,1,44.561744689941406,1.0,0
42,606,2,2,128,2,6.117740631103516,0.9978013634681702,0
43,1932,1,0,129,1,43.6851806640625,1.0,1
43,1932,1,1,130,2,10.799047470092773,0.9999796152114868,0
43,1932,1,2,131,0,33.86417007446289,1.0,0
44,3205,3,0,132,2,4.272520065307617,0.9862452745437622,1
44,3205,3,1,133,0,34.825164794921875,1.0,0
44,3205,3,2,134,1,45.4067497253418,1.0,0
45,16,2,0,135,0,35.06352233886719,1.0,1
45,16,2,1,136,2,-6.248394012451172,0.0019298254046589136,0
45,16,2,2,137,1,46.02027893066406,1.0,0
46,54,2,0,138,0,35.994606018066406,1.0,1
46,54,2,1,139,1,45.970916748046875,1.0,0
46,54,2,2,140,2,-5.0875396728515625,0.006135315168648958,0
47,3969,3,0,141,2,-6.002561569213867,0.002466313075274229,1
47,3969,3,1,142,0,35.396827697753906,1.0,0
47,3969,3,2,143,1,45.63459777832031,1.0,0
48,3224,1,0,144,1,46.35368728637695,1.0,1
48,3224,1,1,145,2,28.776514053344727,1.0,0
48,3224,1,2,146,0,35.036231994628906,1.0,0
49,1567,1,0,147,1,46.130821228027344,1.0,1
49,1567,1,1,148,0,35.018768310546875,1.0,0
49,1567,1,2,149,2,12.714340209960938,0.9999970197677612,0
50,3919,1,0,150,1,44.20561981201172,1.0,1
50,3919,1,1,151,0,34.61333465576172,1.0,0
50,3919,1,2,152,2,5.155977249145508,0.9942681789398193,0
51,178,2,0,153,0,34.45832824707031,1.0,1
51,178,2,1,154,2,26.76162338256836,1.0,0
51,178,2,2,155,1,46.23316955566406,1.0,0
52,420,2,0,156,0,35.9256477355957,1.0,1
52,420,2,1,157,1,45.57684326171875,1.0,0
52,420,2,2,158,2,-14.719362258911133,4.0500651721231407e-07,0
53,1736,1,0,159,1,46.046119689941406,1.0,1
53,1736,1,1,160,0,35.73843002319336,1.0,0
53,1736,1,2,161,2,-3.6203441619873047,0.0260753333568573,0
54,2446,2,0,162,0,34.822410583496094,1.0,1
54,2446,2,1,163,1,45.27857971191406,1.0,0
54,2446,2,2,164,2,20.92418670654297,1.0,0
55,3179,3,0,165,2,-2.8803844451904297,0.053131792694330215,1
55,3179,3,1,166,1,44.780548095703125,1.0,0
55,3179,3,2,167,0,34.441226959228516,1.0,0
56,1368,1,0,168,1,45.17079162597656,1.0,1
56,1368,1,1,169,0,35.391510009765625,1.0,0
56,1368,1,2,170,2,-17.307334899902344,3.044527829842991e-08,0
57,1327,3,0,171,2,3.0047740936279297,0.9527893662452698,1
57,1327,3,1,172,0,35.403751373291016,1.0,0
57,1327,3,2,173,1,46.28268814086914,1.0,0
58,1882,1,0,174,1,43.623470306396484,1.0,1
58,1882,1,1,175,0,34.392555236816406,1.0,0
58,1882,1,2,176,2,2.7793312072753906,0.9415486454963684,0
59,3306,3,0,177,2,8.156028747558594,0.9997130036354065,1
59,3306,3,1,178,0,35.06822967529297,1.0,0
59,3306,3,2,179,1,45.67024230957031,1.0,0
60,2841,2,0,180,0,33.29206085205078,1.0,1
60,2841,2,1,181,1,43.598243713378906,1.0,0
60,2841,2,2,182,2,21.93838119506836,1.0,0
61,508,1,0,183,1,46.851497650146484,1.0,1
61,508,1,1,184,2,0.13992691040039062,0.5349248051643372,0
61,508,1,2,185,0,36.4205322265625,1.0,0
62,3612,3,0,186,2,-5.948326110839844,0.002603410743176937,1
62,3612,3,1,187,0,34.265987396240234,1.0,0
62,3612,3,2,188,1,43.84457778930664,1.0,0
63,962,1,0,189,1,45.42683029174805,1.0,1
63,962,1,1,190,2,19.03582763671875,1.0,0
63,962,1,2,191,0,34.648651123046875,1.0,0
64,3637,3,0,192,2,-11.315204620361328,1.2186073035991285e-05,1
64,3637,3,1,193,0,36.00592041015625,1.0,0
64,3637,3,2,194,1,45.39410400390625,1.0,0
65,3432,1,0,195,1,45.600318908691406,1.0,1
65,3432,1,1,196,0,34.248687744140625,1.0,0
65,3432,1,2,197,2,14.336240768432617,0.9999994039535522,0
66,3021,1,0,198,1,44.247337341308594,1.0,1
66,3021,1,1,199,2,-19.549083709716797,3.235495649178688e-09,0
66,3021,1,2,200,0,34.71964645385742,1.0,0
67,2524,1,0,201,1,45.14543914794922,1.0,1
67,2524,1,1,202,0,35.14728927612305,1.0,0
67,2524,1,2,203,2,-9.804410934448242,5.520449485629797e-05,0
68,4025,3,0,204,2,8.238777160644531,0.9997358918190002,1
68,4025,3,1,205,0,34.893218994140625,1.0,0
68,4025,3,2,206,1,45.133602142333984,1.0,0
69,3326,3,0,207,2,-6.028799057006836,0.0024025982711464167,1
69,3326,3,1,208,0,34.033695220947266,1.0,0
69,3326,3,2,209,1,44.21802520751953,1.0,0
70,155,1,0,210,1,45.10626983642578,1.0,1
70,155,1,1,211,2,14.477130889892578,0.9999995231628418,0
70,155,1,2,212,0,34.98451232910156,1.0,0
71,578,1,0,213,1,47.28302764892578,1.0,1
71,578,1,1,214,2,8.873558044433594,0.9998599290847778,0
71,578,1,2,215,0,36.02790069580078,1.0,0
72,1315,1,0,216,1,46.214637756347656,1.0,1
72,1315,1,1,217,0,35.74706268310547,1.0,0
72,1315,1,2,218,2,-9.372180938720703,8.505044388584793e-05,0
73,4178,3,0,219,2,-14.659250259399414,4.300988791783311e-07,1
73,4178,3,1,220,1,43.72557830810547,1.0,0
73,4178,3,2,221,0,34.207725524902344,1.0,0
74,2341,1,0,222,1,43.733272552490234,1.0,1
74,2341,1,1,223,2,7.368268966674805,0.9993694424629211,0
74,2341,1,2,224,0,33.4525146484375,1.0,0
75,3788,3,0,225,2,3.9545860290527344,0.9811938405036926,1
75,3788,3,1,226,1,44.39574432373047,1.0,0
75,3788,3,2,227,0,34.67744064331055,1.0,0
76,1964,3,0,228,2,-5.588081359863281,0.0037282491102814674,1
76,1964,3,1,229,1,46.860443115234375,1.0,0
76,1964,3,2,230,0,36.56505584716797,1.0,0
77,3664,1,0,231,1,43.46399688720703,1.0,1
77,3664,1,1,232,0,33.42205047607422,1.0,0
77,3664,1,2,233,2,11.098440170288086,0.999984860420227,0
78,910,3,0,234,2,-0.1818695068359375,0.45465752482414246,1
78,910,3,1,235,1,45.35171127319336,1.0,0
78,910,3,2,236,0,35.50959777832031,1.0,0
79,121,2,0,237,0,35.28346633911133,1.0,1
79,121,2,1,238,1,46.38545227050781,1.0,0
79,121,2,2,239,2,6.20069694519043,0.9979761242866516,0
80,3377,1,0,240,1,45.411624908447266,1.0,1
80,3377,1,1,241,0,34.69060516357422,1.0,0
80,3377,1,2,242,2,-6.790863037109375,0.0011227363720536232,0
81,3120,2,0,243,0,33.61843490600586,1.0,1
81,3120,2,1,244,1,43.22442626953125,1.0,0
81,3120,2,2,245,2,-19.792726516723633,2.5358763977578747e-09,0
82,895,2,0,246,0,35.9932861328125,1.0,1
82,895,2,1,247,1,46.14653015136719,1.0,0
82,895,2,2,248,2,22.977962493896484,1.0,0
83,2104,2,0,249,0,37.01075744628906,1.0,1
83,2104,2,1,250,2,-13.540176391601562,1.3169689054848277e-06,0
83,2104,2,2,251,1,48.014259338378906,1.0,0
84,3321,3,0,252,2,21.353958129882812,1.0,1
84,3321,3,1,253,0,33.92726516723633,1.0,0
84,3321,3,2,254,1,44.035343170166016,1.0,0
85,2315,2,0,255,2,34.3261833190918,1.0,1
85,2315,2,1,256,1,45.45551300048828,1.0,0
85,2315,2,2,257,0,33.376991271972656,1.0,0
86,1055,2,0,258,0,34.5959358215332,1.0,1
86,1055,2,1,259,2,3.8527050018310547,0.9792187809944153,0
86,1055,2,2,260,1,44.262901306152344,1.0,0
87,709,3,0,261,2,5.35136604309082,0.9952806830406189,1
87,709,3,1,262,1,46.61743927001953,1.0,0
87,709,3,2,263,0,35.93244552612305,1.0,0
88,504,3,0,264,2,-6.832969665527344,0.0010764930630102754,1
88,504,3,1,265,0,34.40456008911133,1.0,0
88,504,3,2,266,1,44.589996337890625,1.0,0
89,3111,3,0,267,2,-2.8903446197509766,0.052632931619882584,1
89,3111,3,1,268,0,34.16929626464844,1.0,0
89,3111,3,2,269,1,43.532684326171875,1.0,0
90,3688,1,0,270,1,44.66305160522461,1.0,1
90,3688,1,1,271,2,16.51211929321289,0.9999998807907104,0
90,3688,1,2,272,0,35.31764221191406,1.0,0
91,3791,2,0,273,0,34.93244934082031,1.0,1
91,3791,2,1,274,1,44.76058578491211,1.0,0
91,3791,2,2,275,2,-15.699533462524414,1.5197745995010337e-07,0
92,1889,3,0,276,2,10.432998657226562,0.999970555305481,1
92,1889,3,1,277,0,35.31944274902344,1.0,0
92,1889,3,2,278,1,46.22301483154297,1.0,0
93,3576,1,0,279,1,46.813209533691406,1.0,1
93,3576,1,1,280,2,19.816551208496094,1.0,0
93,3576,1,2,281,0,35.78456115722656,1.0,0
94,1427,3,0,282,2,-10.817056655883789,2.0054105334565975e-05,1
94,1427,3,1,283,1,46.12257385253906,1.0,0
94,1427,3,2,284,0,35.72865295410156,1.0,0
95,1163,1,0,285,1,45.619590759277344,1.0,1
95,1163,1,1,286,0,35.89635467529297,1.0,0
95,1163,1,2,287,2,-3.360197067260742,0.033562831580638885,0
96,1846,3,0,288,2,-16.72658920288086,5.4416993577888206e-08,1
96,1846,3,1,289,0,36.07426452636719,1.0,0
96,1846,3,2,290,1,46.74909973144531,1.0,0
97,2743,1,0,291,1,45.874855041503906,1.0,1
97,2743,1,1,292,2,18.13848304748535,1.0,0
97,2743,1,2,293,0,35.201271057128906,1.0,0
98,4031,3,0,294,2,8.413642883300781,0.9997782111167908,1
98,4031,3,1,295,0,34.455440521240234,1.0,0
98,4031,3,2,296,1,44.82966995239258,1.0,0
99,873,1,0,297,1,44.94818878173828,1.0,1
99,873,1,1,298,0,34.763545989990234,1.0,0
99,873,1,2,299,2,1.0658702850341797,0.743810772895813,0
100,2956,2,0,300,0,36.22700119018555,1.0,1
100,2956,2,1,301,1,46.40047836303711,1.0,0
100,2956,2,2,302,2,-3.6037960052490234,0.026498891413211823,0
101,1521,3,0,303,2,9.883726119995117,0.9999489784240723,1
101,1521,3,1,304,0,33.60671615600586,1.0,0
101,1521,3,2,305,1,43.54465866088867,1.0,0
102,2925,3,0,306,2,19.59060287475586,1.0,1
102,2925,3,1,307,1,44.49608612060547,1.0,0
102,2925,3,2,308,0,34.87190246582031,1.0,0
103,2783,3,0,309,2,-17.193588256835938,3.4112964897303755e-08,1
103,2783,3,1,310,0,35.395851135253906,1.0,0
103,2783,3,2,311,1,45.732486724853516,1.0,0
104,3955,1,0,312,1,46.66629409790039,1.0,1
104,3955,1,1,313,2,4.197124481201172,0.9851840734481812,0
104,3955,1,2,314,0,36.402400970458984,1.0,0
105,1234,2,0,315,0,34.09001159667969,1.0,1
105,1234,2,1,316,2,19.503997802734375,1.0,0
105,1234,2,2,317,1,44.66998291015625,1.0,0
106,112,1,0,318,1,46.142005920410156,1.0,1
106,112,1,1,319,0,35.594268798828125,1.0,0
106,112,1,2,320,2,-1.1841564178466797,0.23430567979812622,0
107,3826,1,0,321,1,46.53496551513672,1.0,1
107,3826,1,1,322,2,-7.392599105834961,0.0006154144066385925,0
107,3826,1,2,323,0,36.35896301269531,1.0,0
108,4123,1,0,324,1,46.05335998535156,1.0,1
108,4123,1,1,325,0,36.24452209472656,1.0,0
108,4123,1,2,326,2,-12.54530143737793,3.561584435374243e-06,0
109,208,2,0,327,0,36.52345275878906,1.0,1
109,208,2,1,328,2,-3.701099395751953,0.024101149290800095,0
109,208,2,2,329,1,47.639892578125,1.0,0
110,3605,1,0,330,1,46.128318786621094,1.0,1
110,3605,1,1,331,2,-19.6767578125,2.8476896396512075e-09,0
110,3605,1,2,332,0,35.801780700683594,1.0,0
111,3667,1,0,333,1,46.03794479370117,1.0,1
111,3667,1,1,334,0,36.31686019897461,1.0,0
111,3667,1,2,335,2,-3.71282958984375,0.023826787248253822,0
112,2844,3,0,336,2,-4.080846786499023,0.016612516716122627,1
112,2844,3,1,337,0,35.794532775878906,1.0,0
112,2844,3,2,338,1,45.33613204956055,1.0,0
113,2578,1,0,339,1,47.23393249511719,1.0,1
113,2578,1,1,340,2,-11.936136245727539,6.549362751684384e-06,0
113,2578,1,2,341,0,37.072181701660156,1.0,0
114,314,2,0,342,0,36.55490493774414,1.0,1
114,314,2,1,343,1,47.88505554199219,1.0,0
114,314,2,2,344,2,6.851360321044922,0.9989431500434875,0
115,1750,2,0,345,0,34.02417755126953,1.0,1
115,1750,2,1,346,2,24.687870025634766,1.0,0
115,1750,2,2,347,1,44.64480972290039,1.0,0
116,3923,1,0,348,1,46.03616714477539,1.0,1
116,3923,1,1,349,0,36.105140686035156,1.0,0
116,3923,1,2,350,2,5.038414001464844,0.9935577511787415,0
117,3732,1,0,351,1,45.09247589111328,1.0,1
117,3732,1,1,352,2,-14.109321594238281,7.454167985088134e-07,0
117,3732,1,2,353,0,35.575897216796875,1.0,0
118,1414,2,0,354,0,35.002166748046875,1.0,1
118,1414,2,1,355,1,45.3182373046875,1.0,0
118,1414,2,2,356,2,-8.768356323242188,0.00015555489517282695,0
119,3130,3,0,357,2,0.43984413146972656,0.6082218885421753,1
119,3130,3,1,358,1,45.21369171142578,1.0,0
119,3130,3,2,359,0,35.125953674316406,1.0,0
120,3777,2,0,360,0,34.35608673095703,1.0,1
120,3777,2,1,361,1,44.07579803466797,1.0,0
120,3777,2,2,362,2,1.9144268035888672,0.8715156316757202,0
121,3542,1,0,363,1,46.439598083496094,1.0,1
121,3542,1,1,364,2,-10.126337051391602,4.001016350230202e-05,0
121,3542,1,2,365,0,36.45656204223633,1.0,0
122,2004,3,0,366,2,0.6736240386962891,0.6623141765594482,1
122,2004,3,1,367,0,34.8887939453125,1.0,0
122,2004,3,2,368,1,44.967933654785156,1.0,0
123,2557,1,0,369,1,44.117584228515625,1.0,1
123,2557,1,1,370,0,34.080902099609375,1.0,0
123,2557,1,2,371,2,18.463428497314453,1.0,0
124,3768,3,0,372,2,-0.35589027404785156,0.411954790353775,1
124,3768,3,1,373,1,43.50956344604492,1.0,0
124,3768,3,2,374,0,33.82708740234375,1.0,0
125,3957,3,0,375,2,-12.501375198364258,3.7215179418126354e-06,1
125,3957,3,1,376,0,35.22821044921875,1.0,0
125,3957,3,2,377,1,45.33199691772461,1.0,0
126,4113,1,0,378,1,45.13934326171875,1.0,1
126,4113,1,1,379,2,6.899139404296875,0.998992383480072,0
126,4113,1,2,380,0,34.8674201965332,1.0,0
127,2122,1,0,381,1,44.53360366821289,1.0,1
127,2122,1,1,382,2,-9.800067901611328,5.5444761528633535e-05,0
127,2122,1,2,383,0,34.591922760009766,1.0,0
128,3859,3,0,384,2,-18.044925689697266,1.4560903593974217e-08,1
128,3859,3,1,385,0,34.70596694946289,1.0,0
128,3859,3,2,386,1,44.83073425292969,1.0,0
129,3743,2,0,387,0,35.974544525146484,1.0,1
129,3743,2,1,388,1,45.65777587890625,1.0,0
129,3743,2,2,389,2,-0.23704910278320312,0.4410136938095093,0
130,200,2,0,390,0,35.87492370605469,1.0,1
130,200,2,1,391,2,-0.9462547302246094,0.2796386480331421,0
130,200,2,2,392,1,47.20112609863281,1.0,0
131,3110,3,0,393,2,6.626514434814453,0.9986769556999207,1
131,3110,3,1,394,1,43.103431701660156,1.0,0
131,3110,3,2,395,0,33.25859451293945,1.0,0
132,196,2,0,396,0,32.696083068847656,1.0,1
132,196,2,1,397,1,42.122196197509766,1.0,0
132,196,2,2,398,2,7.740577697753906,0.9995653033256531,0
133,3171,3,0,399,2,0.3602752685546875,0.589107096195221,1
133,3171,3,1,400,0,34.98653793334961,1.0,0
133,3171,3,2,401,1,44.751747131347656,1.0,0
134,3874,3,0,402,2,-0.5252113342285156,0.37163445353507996,1
134,3874,3,1,403,0,35.04153823852539,1.0,0
134,3874,3,2,404,1,44.87189865112305,1.0,0
135,560,3,0,405,2,15.923439025878906,0.9999998807907104,1
135,560,3,1,406,0,33.22704315185547,1.0,0
135,560,3,2,407,1,44.33421325683594,1.0,0
136,240,2,0,408,0,35.91156005859375,1.0,1
136,240,2,1,409,2,27.232791900634766,1.0,0
136,240,2,2,410,1,48.360504150390625,1.0,0
137,4047,3,0,411,2,8.913307189941406,0.9998654127120972,1
137,4047,3,1,412,0,34.48853302001953,1.0,0
137,4047,3,2,413,1,44.500980377197266,1.0,0
138,1423,1,0,414,1,45.74311065673828,1.0,1
138,1423,1,1,415,0,35.1407585144043,1.0,0
138,1423,1,2,416,2,12.337116241455078,0.9999955892562866,0
139,2276,2,0,417,0,35.19700622558594,1.0,1
139,2276,2,1,418,1,45.83910369873047,1.0,0
139,2276,2,2,419,2,7.0480499267578125,0.9991316199302673,0
140,928,2,0,420,0,33.36846160888672,1.0,1
140,928,2,1,421,1,43.1170768737793,1.0,0
140,928,2,2,422,2,1.920175552368164,0.8721580505371094,0
141,29,1,0,423,1,46.25853729248047,1.0,1
141,29,1,1,424,0,35.816749572753906,1.0,0
141,29,1,2,425,2,-13.880374908447266,9.371937039759359e-07,0
142,3936,3,0,426,2,-10.664710998535156,2.3354185032076202e-05,1
142,3936,3,1,427,1,46.92560577392578,1.0,0
142,3936,3,2,428,0,36.22688674926758,1.0,0
143,556,1,0,429,1,46.03718185424805,1.0,1
143,556,1,1,430,0,35.18583297729492,1.0,0
143,556,1,2,431,2,-13.834840774536133,9.808544518818962e-07,0
144,328,3,0,432,2,-11.102094650268555,1.50804735312704e-05,1
144,328,3,1,433,1,44.7955207824707,1.0,0
144,328,3,2,434,0,34.16541290283203,1.0,0
145,1156,2,0,435,0,35.5586051940918,1.0,1
145,1156,2,1,436,2,12.002155303955078,0.9999939203262329,0
145,1156,2,2,437,1,46.6058235168457,1.0,0
146,4099,1,0,438,1,45.39698791503906,1.0,1
146,4099,1,1,439,2,-5.701686859130859,0.0033292053267359734,0
146,4099,1,2,440,0,35.12569808959961,1.0,0
147,1821,3,0,441,2,-18.36246109008789,1.059947773995873e-08,1
147,1821,3,1,442,0,36.255332946777344,1.0,0
147,1821,3,2,443,1,46.259437561035156,1.0,0
148,436,1,0,444,1,44.81706237792969,1.0,1
148,436,1,1,445,0,34.025054931640625,1.0,0
148,436,1,2,446,2,1.5635223388671875,0.8268582224845886,0
149,964,2,0,447,0,36.31258010864258,1.0,1
149,964,2,1,448,1,46.87535858154297,1.0,0
149,964,2,2,449,2,-9.981340408325195,4.625288784154691e-05,0
150,1727,3,0,450,2,0.6208381652832031,0.6504091620445251,1
150,1727,3,1,451,0,35.21723556518555,1.0,0
150,1727,3,2,452,1,45.687469482421875,1.0,0
151,948,3,0,453,2,-14.36423110961914,5.776881266683631e-07,1
151,948,3,1,454,1,45.78704833984375,1.0,0
151,948,3,2,455,0,35.67597579956055,1.0,0
152,1081,3,0,456,2,-10.35015869140625,3.198668855475262e-05,1
152,1081,3,1,457,0,34.565006256103516,1.0,0
152,1081,3,2,458,1,44.077064514160156,1.0,0
153,1211,1,0,459,1,45.89295196533203,1.0,1
153,1211,1,1,460,0,35.555965423583984,1.0,0
153,1211,1,2,461,2,-3.302082061767578,0.03549983352422714,0
154,2051,3,0,462,2,-6.623512268066406,0.0013269925257191062,1
154,2051,3,1,463,1,45.24168014526367,1.0,0
154,2051,3,2,464,0,35.288902282714844,1.0,0
155,1207,3,0,465,2,-6.688348770141602,0.0012437885161489248,1
155,1207,3,1,466,1,46.135597229003906,1.0,0
155,1207,3,2,467,0,35.971954345703125,1.0,0
156,1683,1,0,468,1,43.043975830078125,1.0,1
156,1683,1,1,469,2,3.1383399963378906,0.9584468007087708,0
156,1683,1,2,470,0,33.592002868652344,1.0,0
157,3007,3,0,471,2,-18.175453186035156,1.2779121760786438e-08,1
157,3007,3,1,472,1,44.6931266784668,1.0,0
157,3007,3,2,473,0,34.65485382080078,1.0,0
158,4023,1,0,474,1,45.35951614379883,1.0,1
158,4023,1,1,475,0,35.99283218383789,1.0,0
158,4023,1,2,476,2,-9.32192611694336,8.943347347667441e-05,0
159,2975,2,0,477,0,33.14569091796875,1.0,1
159,2975,2,1,478,2,27.343801498413086,1.0,0
159,2975,2,2,479,1,43.357505798339844,1.0,0
160,48,1,0,480,1,44.46758270263672,1.0,1
160,48,1,1,481,2,-1.036874771118164,0.26175346970558167,0
160,48,1,2,482,0,34.08781814575195,1.0,0
161,3885,1,0,483,1,44.44694137573242,1.0,1
161,3885,1,1,484,2,-3.8030433654785156,0.021816231310367584,0
161,3885,1,2,485,0,34.27291488647461,1.0,0
